鄉鎮市區,土地面積平方公尺,租賃年月日,租賃層次,建物型態,單價元平方公尺
The villages and towns urban district,land shifting total area square meter,transaction year month and day,shifting level,building state,the unit price (NTD / square meter)
南港區,118.02,,十三層,套房(1房1廳1衛),191.4
內湖區,143.53,,三層,住宅大樓(11層含以上有電梯),361.4
南港區,49.45,,四層,住宅大樓(11層含以上有電梯),426.1
萬華區,200.64,,十八層,透天厝,864.0
內湖區,401.23,,三層,辦公商業大樓,407.2
士林區,86.68,,八層,辦公商業大樓,485.2
松山區,184.33,,全,透天厝,572.3
松山區,345.68,,二層,辦公商業大樓,585.0
信義區,90.8,,七層,其他,248.0
士林區,170.93,,地下一層,透天厝,160.9
南港區,121.05,,十四層,華廈(10層含以下有電梯),344.3
內湖區,36.22,,地下一層,店面(店鋪),246.6
松山區,258.63,,四層,其他,395.2
松山區,104.37,,二層,透天厝,527.8
文山區,301.25,,八層,其他,144.2
信義區,101.44,,二十一層,華廈(10層含以下有電梯),596.9
中正區,106.81,,三層,廠辦,304.4
大安區,6.09,,一層,住宅大樓(11層含以上有電梯),684.2
中山區,253.23,,全,店面(店鋪),684.0
士林區,189.44,,三層,廠辦,369.8
中正區,6.71,,地下層,店面(店鋪),248.6
大安區,393.19,,十三層,住宅大樓(11層含以上有電梯),541.0
大安區,347.93,,七層,住宅大樓(11層含以上有電梯),561.6
大安區,203.47,,三層,套房(1房1廳1衛),316.9
松山區,250.94,,十一層,店面(店鋪),861.7
大同區,138.04,,六層,其他,162.0
松山區,62.42,,全,華廈(10層含以下有電梯),547.1
萬華區,31.35,,十五層,透天厝,437.6
萬華區,357.2,,九層,套房(1房1廳1衛),389.4
大同區,372.74,,十四層,華廈(10層含以下有電梯),312.5
信義區,36.83,,二十一層,公寓(5樓含以下無電梯),533.8
大同區,61.55,,四層,透天厝,361.6
南港區,406.9,,九層,透天厝,435.2
松山區,39.59,,一層,公寓(5樓含以下無電梯),619.0
中正區,190.87,,十一層,店面(店鋪),734.2
大同區,143.89,,六層,住宅大樓(11層含以上有電梯),344.9
內湖區,80.98,,二層,其他,178.1
萬華區,207.79,,九層,公寓(5樓含以下無電梯),501.6
大安區,260.26,,十三層,住宅大樓(11層含以上有電梯),529.9
信義區,151.67,,地下層,華廈(10層含以下有電梯),29.8
中正區,141.84,,八層,其他,224.7
大同區,247.39,,十三層,住宅大樓(11層含以上有電梯),359.4
萬華區,72.01,,十層,廠辦,488.2
士林區,348.56,,一層,店面(店鋪),864.9
文山區,299.32,,十四層,住宅大樓(11層含以上有電梯),304.7
松山區,460.8,,地下一層,套房(1房1廳1衛),51.7
南港區,433.21,,十五層,華廈(10層含以下有電梯),300.4
萬華區,17.1,,十八層,其他,678.9
萬華區,18.67,,二十一層,公寓(5樓含以下無電梯),681.3
萬華區,507.65,,十一層,華廈(10層含以下有電梯),678.8
信義區,48.83,,八層,店面(店鋪),593.1
萬華區,8.97,,二十一層,公寓(5樓含以下無電梯),680.5
中山區,75.89,,三層,住宅大樓(11層含以上有電梯),428.4
大安區,344.06,,九層,華廈(10層含以下有電梯),531.3
內湖區,227.54,,七層,辦公商業大樓,415.2
萬華區,69.77,,四層,廠辦,474.0
萬華區,159.19,,八層,住宅大樓(11層含以上有電梯),552.9
南港區,332.78,,二十一層,住宅大樓(11層含以上有電梯),637.3
中山區,239.39,,八層,透天厝,419.6
內湖區,86.55,,十層,廠辦,289.5
大安區,430.9,,十八層,其他,674.3
中正區,44.6,,八層,套房(1房1廳1衛),188.9
松山區,56.93,,全,套房(1房1廳1衛),364.3
文山區,44.23,,全,辦公商業大樓,381.3
北投區,135.9,,十一層,廠辦,324.3
萬華區,398.87,,八層,廠辦,463.3
中正區,49.5,,十一層,店面(店鋪),722.4
北投區,17.93,,全,套房(1房1廳1衛),141.4
內湖區,255.36,,地下一層,店面(店鋪),265.0
文山區,133.25,,五層,透天厝,325.6
中山區,31.33,,二十一層,辦公商業大樓,664.8
中正區,707.59,,全,店面(店鋪),705.0
信義區,126.13,,五層,店面(店鋪),625.3
萬華區,253.61,,六層,華廈(10層含以下有電梯),535.0
信義區,434.96,,六層,其他,246.5
中正區,308.74,,十五層,辦公商業大樓,353.5
南港區,143.03,,四層,其他,251.6
大安區,21.01,,四層,辦公商業大樓,564.5
南港區,225.28,,十五層,廠辦,201.1
士林區,157.36,,二層,住宅大樓(11層含以上有電梯),481.1
南港區,192.16,,四層,辦公商業大樓,462.3
文山區,107.4,,四層,廠辦,239.0
大同區,356.4,,十五層,住宅大樓(11層含以上有電梯),268.9
萬華區,83.74,,十八層,公寓(5樓含以下無電梯),781.5
北投區,151.82,,二層,廠辦,215.3
松山區,209.74,,八層,透天厝,522.5
中山區,85.95,,十八層,套房(1房1廳1衛),529.8
北投區,104.75,,六層,住宅大樓(11層含以上有電梯),308.8
大同區,169.11,,九層,住宅大樓(11層含以上有電梯),375.1
大同區,74.81,,二十一層,透天厝,550.0
松山區,164.64,,二十一層,華廈(10層含以下有電梯),729.3
士林區,158.18,,九層,透天厝,484.3
松山區,57.39,,七層,華廈(10層含以下有電梯),527.0
大安區,158.83,,二十一層,公寓(5樓含以下無電梯),653.7
大同區,162.19,,五層,其他,187.7
文山區,115.41,,九層,其他,158.7
萬華區,101.08,,八層,住宅大樓(11層含以上有電梯),548.0
中山區,126.81,,二層,公寓(5樓含以下無電梯),351.6
信義區,60.17,,二十一層,店面(店鋪),819.7
南港區,206.41,,十二層,辦公商業大樓,453.5
南港區,167.23,,八層,公寓(5樓含以下無電梯),312.3
文山區,209.82,,十層,廠辦,261.6
中正區,87.27,,八層,套房(1房1廳1衛),192.4
萬華區,137.97,,十五層,辦公商業大樓,483.5
北投區,170.07,,十三層,華廈(10層含以下有電梯),292.4
信義區,114.42,,五層,廠辦,316.2
文山區,197.34,,八層,辦公商業大樓,342.1
中正區,152.49,,地下層,透天厝,49.6
文山區,205.44,,二層,其他,150.3
南港區,86.7,,二十一層,套房(1房1廳1衛),406.5
南港區,30.04,,七層,透天厝,405.8
中山區,284.0,,地下層,華廈(10層含以下有電梯),62.6
文山區,186.06,,十五層,公寓(5樓含以下無電梯),139.7
萬華區,202.31,,九層,店面(店鋪),785.0
文山區,272.77,,五層,公寓(5樓含以下無電梯),264.6
萬華區,36.01,,八層,店面(店鋪),741.0
內湖區,5.49,,六層,店面(店鋪),540.5
北投區,259.85,,九層,住宅大樓(11層含以上有電梯),349.9
松山區,57.62,,一層,店面(店鋪),904.4
南港區,129.0,,六層,透天厝,383.8
萬華區,295.32,,四層,住宅大樓(11層含以上有電梯),602.6
南港區,129.29,,二層,辦公商業大樓,432.9
中正區,371.14,,一層,店面(店鋪),808.3
松山區,22.59,,二十一層,廠辦,635.5
中正區,238.84,,四層,其他,271.1
中正區,119.41,,九層,套房(1房1廳1衛),225.2
南港區,289.92,,十四層,其他,203.8
北投區,276.06,,六層,透天厝,310.5
信義區,11.46,,三層,廠辦,291.6
中山區,135.12,,十一層,公寓(5樓含以下無電梯),462.7
內湖區,95.12,,一層,套房(1房1廳1衛),320.9
萬華區,249.41,,十一層,公寓(5樓含以下無電梯),599.5
萬華區,87.18,,十一層,店面(店鋪),869.8
內湖區,273.94,,十三層,華廈(10層含以下有電梯),342.7
大安區,72.76,,十八層,廠辦,717.1
文山區,240.04,,十層,辦公商業大樓,398.0
大安區,27.25,,五層,廠辦,418.6
大安區,94.59,,十二層,店面(店鋪),734.8
大同區,68.78,,六層,透天厝,325.9
內湖區,126.03,,十五層,華廈(10層含以下有電梯),230.6
北投區,101.79,,五層,店面(店鋪),530.8
萬華區,102.05,,地下一層,廠辦,144.0
內湖區,357.09,,十二層,住宅大樓(11層含以上有電梯),397.8
南港區,137.05,,二十一層,廠辦,511.2
大安區,200.61,,地下一層,透天厝,209.8
文山區,228.84,,十四層,住宅大樓(11層含以上有電梯),298.7
松山區,134.89,,二層,其他,360.6
南港區,91.63,,二層,住宅大樓(11層含以上有電梯),405.5
大同區,227.43,,十三層,其他,175.3
士林區,216.82,,七層,透天厝,491.5
士林區,423.88,,三層,廠辦,389.4
南港區,11.86,,四層,套房(1房1廳1衛),212.9
中正區,129.27,,八層,店面(店鋪),604.6
信義區,117.79,,地下層,店面(店鋪),253.1
士林區,86.76,,一層,華廈(10層含以下有電梯),616.7
中山區,60.07,,地下層,廠辦,-38.0
士林區,84.53,,十二層,透天厝,476.4
大同區,145.0,,一層,辦公商業大樓,550.7
信義區,38.14,,十四層,店面(店鋪),570.4
中正區,131.37,,二層,公寓(5樓含以下無電梯),335.0
士林區,237.72,,一層,廠辦,547.5
士林區,87.25,,地下一層,華廈(10層含以下有電梯),138.8
南港區,300.27,,六層,公寓(5樓含以下無電梯),325.4
中山區,326.52,,十四層,住宅大樓(11層含以上有電梯),417.9
大同區,21.4,,七層,住宅大樓(11層含以上有電梯),364.9
大安區,303.37,,四層,住宅大樓(11層含以上有電梯),563.9
士林區,53.15,,十層,廠辦,400.8
松山區,34.25,,十三層,住宅大樓(11層含以上有電梯),528.4
文山區,161.78,,五層,其他,158.2
萬華區,180.48,,十層,店面(店鋪),805.4
北投區,97.86,,十八層,透天厝,613.9
松山區,177.21,,十一層,其他,474.6
南港區,235.88,,十三層,其他,228.9
大同區,131.82,,二層,華廈(10層含以下有電梯),328.3
士林區,114.23,,八層,住宅大樓(11層含以上有電梯),463.3
中正區,356.09,,六層,辦公商業大樓,451.3
士林區,216.45,,十五層,住宅大樓(11層含以上有電梯),380.1
中正區,9.79,,二層,廠辦,300.6
萬華區,515.89,,地下層,其他,54.6
中正區,137.37,,十八層,住宅大樓(11層含以上有電梯),727.2
中正區,25.44,,六層,店面(店鋪),597.8
內湖區,319.55,,七層,公寓(5樓含以下無電梯),313.2
北投區,101.66,,十五層,華廈(10層含以下有電梯),187.0
內湖區,248.63,,三層,公寓(5樓含以下無電梯),284.8
大安區,257.15,,八層,住宅大樓(11層含以上有電梯),521.7
大安區,25.92,,二層,住宅大樓(11層含以上有電梯),516.5
文山區,157.13,,一層,其他,315.6
中正區,69.09,,十一層,套房(1房1廳1衛),315.4
文山區,316.45,,二十一層,公寓(5樓含以下無電梯),468.1
松山區,254.37,,二十一層,公寓(5樓含以下無電梯),679.2
北投區,266.81,,十八層,華廈(10層含以下有電梯),613.1
文山區,70.6,,五層,其他,150.6
士林區,377.36,,地下層,透天厝,126.9
南港區,114.71,,六層,廠辦,285.7
萬華區,184.63,,二十一層,廠辦,671.0
北投區,46.57,,十八層,套房(1房1廳1衛),412.2
南港區,22.88,,七層,辦公商業大樓,442.1
士林區,202.51,,一層,華廈(10層含以下有電梯),626.4
松山區,252.78,,一層,套房(1房1廳1衛),512.2
內湖區,30.75,,十二層,廠辦,260.8
士林區,6.95,,地下一層,廠辦,50.2
內湖區,136.42,,三層,店面(店鋪),559.3
大同區,226.61,,十一層,住宅大樓(11層含以上有電梯),474.4
大安區,74.88,,地下層,華廈(10層含以下有電梯),133.0
萬華區,140.4,,七層,公寓(5樓含以下無電梯),498.1
士林區,238.07,,十八層,套房(1房1廳1衛),584.0
萬華區,134.41,,地下一層,套房(1房1廳1衛),46.2
中山區,385.14,,地下一層,華廈(10層含以下有電梯),122.4
中正區,82.07,,十八層,店面(店鋪),921.0
大同區,263.7,,十二層,華廈(10層含以下有電梯),353.4
內湖區,59.13,,九層,住宅大樓(11層含以上有電梯),374.6
萬華區,26.2,,九層,華廈(10層含以下有電梯),544.0
內湖區,36.24,,二十一層,店面(店鋪),766.7
松山區,3.93,,四層,套房(1房1廳1衛),346.1
南港區,298.31,,三層,辦公商業大樓,442.7
南港區,73.1,,十層,透天厝,429.4
內湖區,81.91,,十二層,華廈(10層含以下有電梯),346.9
中正區,128.89,,地下一層,住宅大樓(11層含以上有電梯),111.6
大同區,42.23,,八層,華廈(10層含以下有電梯),306.6
大安區,74.98,,十五層,華廈(10層含以下有電梯),386.9
文山區,49.7,,地下一層,廠辦,-98.6
內湖區,190.13,,地下層,透天厝,-2.9
大安區,153.16,,地下一層,公寓(5樓含以下無電梯),133.2
士林區,106.74,,全,華廈(10層含以下有電梯),486.9
松山區,307.9,,八層,套房(1房1廳1衛),333.3
文山區,119.86,,十二層,華廈(10層含以下有電梯),311.9
萬華區,220.42,,十層,廠辦,500.6
內湖區,66.03,,地下層,住宅大樓(11層含以上有電梯),-0.6
松山區,50.65,,十四層,廠辦,390.4
士林區,326.2,,二層,住宅大樓(11層含以上有電梯),495.2
士林區,233.92,,十三層,辦公商業大樓,505.4
中正區,83.09,,十三層,公寓(5樓含以下無電梯),324.7
內湖區,27.07,,五層,其他,185.2
中山區,119.56,,十五層,店面(店鋪),528.9
文山區,40.05,,十四層,華廈(10層含以下有電梯),255.2
士林區,160.03,,五層,透天厝,480.2
士林區,213.64,,三層,其他,299.0
南港區,279.81,,十八層,透天厝,714.9
士林區,121.75,,十層,辦公商業大樓,540.4
文山區,297.55,,地下層,住宅大樓(11層含以上有電梯),-19.4
北投區,384.0,,十層,透天厝,369.8
松山區,20.33,,十層,住宅大樓(11層含以上有電梯),571.6
大安區,263.03,,地下層,套房(1房1廳1衛),-33.6
文山區,166.23,,七層,辦公商業大樓,371.8
北投區,92.04,,十八層,店面(店鋪),824.6
大安區,187.56,,四層,辦公商業大樓,578.4
中山區,383.03,,六層,透天厝,433.7
南港區,166.35,,十三層,透天厝,392.8
大安區,88.22,,八層,套房(1房1廳1衛),297.5
萬華區,402.5,,六層,辦公商業大樓,599.5
萬華區,123.97,,九層,公寓(5樓含以下無電梯),494.5
信義區,183.58,,二十一層,透天厝,618.9
內湖區,141.24,,地下層,套房(1房1廳1衛),-204.4
大安區,7.98,,一層,華廈(10層含以下有電梯),656.6
萬華區,9.68,,十五層,辦公商業大樓,472.7
北投區,15.41,,十層,套房(1房1廳1衛),141.5
信義區,130.42,,七層,公寓(5樓含以下無電梯),348.3
大安區,117.2,,地下層,辦公商業大樓,188.5
大安區,123.2,,四層,公寓(5樓含以下無電梯),463.4
中山區,51.3,,十二層,辦公商業大樓,469.1
南港區,30.96,,十五層,透天厝,281.8
中山區,316.7,,十五層,華廈(10層含以下有電梯),319.3
南港區,74.19,,十一層,廠辦,404.8
松山區,285.25,,二十一層,華廈(10層含以下有電梯),739.4
士林區,166.24,,十八層,廠辦,678.4
南港區,277.05,,地下層,華廈(10層含以下有電梯),33.5
大同區,70.31,,地下一層,華廈(10層含以下有電梯),14.5
松山區,102.0,,十四層,店面(店鋪),702.8
士林區,213.48,,地下層,店面(店鋪),324.4
內湖區,124.94,,八層,透天厝,337.3
中山區,7.8,,一層,辦公商業大樓,620.7
北投區,100.46,,二層,其他,138.2
文山區,163.86,,一層,其他,316.2
內湖區,10.19,,十層,住宅大樓(11層含以上有電梯),392.7
大同區,157.06,,十層,公寓(5樓含以下無電梯),310.8
內湖區,128.79,,十八層,廠辦,561.2
大同區,257.25,,七層,其他,202.3
北投區,447.91,,十層,其他,205.4
南港區,407.84,,十一層,其他,360.0
萬華區,87.66,,四層,套房(1房1廳1衛),375.0
文山區,225.16,,三層,華廈(10層含以下有電梯),302.3
松山區,8.44,,一層,住宅大樓(11層含以上有電梯),701.8
松山區,135.1,,地下一層,華廈(10層含以下有電梯),206.7
大安區,77.32,,五層,透天厝,519.7
萬華區,343.68,,十八層,辦公商業大樓,913.0
松山區,83.85,,七層,住宅大樓(11層含以上有電梯),556.9
松山區,329.88,,一層,套房(1房1廳1衛),518.6
大同區,274.37,,十四層,其他,149.6
南港區,166.75,,十一層,其他,339.8
萬華區,245.87,,七層,其他,410.0
萬華區,18.2,,二層,住宅大樓(11層含以上有電梯),555.2
文山區,61.94,,十二層,店面(店鋪),533.3
大同區,120.55,,六層,廠辦,233.3
中正區,61.35,,十五層,廠辦,198.9
萬華區,231.51,,十一層,透天厝,670.7
文山區,162.92,,五層,辦公商業大樓,365.0
南港區,93.89,,六層,套房(1房1廳1衛),183.4
大安區,140.38,,地下一層,套房(1房1廳1衛),7.4
松山區,46.56,,十二層,其他,367.4
大安區,157.5,,十層,住宅大樓(11層含以上有電梯),565.7
南港區,107.43,,八層,華廈(10層含以下有電梯),365.0
內湖區,222.7,,八層,辦公商業大樓,382.5
大安區,67.4,,十三層,店面(店鋪),712.2
信義區,253.49,,十層,店面(店鋪),662.5
大同區,37.23,,九層,住宅大樓(11層含以上有電梯),364.0
內湖區,150.19,,十二層,套房(1房1廳1衛),170.3
士林區,176.31,,十四層,辦公商業大樓,470.9
內湖區,33.19,,六層,辦公商業大樓,368.6
南港區,253.31,,地下一層,公寓(5樓含以下無電梯),25.1
松山區,263.47,,六層,店面(店鋪),740.2
信義區,503.15,,四層,公寓(5樓含以下無電梯),385.6
大安區,382.33,,十三層,其他,357.7
士林區,378.31,,十五層,辦公商業大樓,417.9
士林區,88.29,,十五層,辦公商業大樓,393.5
大安區,94.78,,一層,透天厝,678.9
松山區,370.57,,十三層,透天厝,543.8
北投區,53.89,,七層,廠辦,225.2
大同區,133.88,,四層,公寓(5樓含以下無電梯),294.9
中山區,28.39,,十層,住宅大樓(11層含以上有電梯),466.9
信義區,123.19,,十三層,其他,226.3
中山區,48.69,,十四層,套房(1房1廳1衛),184.4
中正區,147.33,,十三層,其他,233.0
北投區,33.24,,六層,廠辦,193.2
萬華區,225.68,,十四層,店面(店鋪),735.1
文山區,168.98,,十層,透天厝,355.1
萬華區,9.41,,十四層,其他,336.1
大同區,419.18,,二層,華廈(10層含以下有電梯),352.4
文山區,62.2,,十一層,其他,248.7
大安區,217.75,,十五層,套房(1房1廳1衛),216.5
大安區,195.76,,地下層,辦公商業大樓,195.1
中正區,61.86,,九層,公寓(5樓含以下無電梯),345.1
松山區,259.22,,地下層,華廈(10層含以下有電梯),165.9
士林區,12.72,,十三層,廠辦,353.0
南港區,27.36,,十三層,辦公商業大樓,418.1
南港區,526.54,,地下一層,公寓(5樓含以下無電梯),48.0
中山區,426.3,,十五層,華廈(10層含以下有電梯),328.4
大安區,115.06,,地下層,店面(店鋪),362.6
士林區,135.86,,地下層,華廈(10層含以下有電梯),91.6
文山區,20.59,,十三層,店面(店鋪),509.4
北投區,30.18,,三層,套房(1房1廳1衛),100.2
大同區,198.34,,全,華廈(10層含以下有電梯),371.7
松山區,292.64,,全,店面(店鋪),792.6
萬華區,237.96,,八層,廠辦,449.8
大安區,11.27,,十五層,廠辦,299.7
大安區,268.51,,地下一層,套房(1房1廳1衛),18.1
大同區,53.99,,七層,廠辦,258.0
北投區,146.99,,十層,公寓(5樓含以下無電梯),277.2
萬華區,550.3,,十層,辦公商業大樓,662.2
中正區,109.63,,八層,華廈(10層含以下有電梯),376.7
內湖區,20.26,,十三層,套房(1房1廳1衛),139.0
士林區,319.63,,一層,廠辦,554.4
大安區,30.25,,十五層,辦公商業大樓,435.1
內湖區,354.65,,六層,辦公商業大樓,395.5
中正區,257.35,,五層,住宅大樓(11層含以上有電梯),442.6
大安區,110.39,,四層,公寓(5樓含以下無電梯),462.3
文山區,69.24,,地下一層,公寓(5樓含以下無電梯),-72.7
南港區,247.37,,七層,店面(店鋪),635.2
文山區,108.98,,十三層,店面(店鋪),516.8
大同區,196.31,,十八層,華廈(10層含以下有電梯),639.9
中山區,204.87,,六層,廠辦,321.8
萬華區,136.28,,十層,廠辦,493.6
萬華區,274.63,,二十一層,套房(1房1廳1衛),578.1
內湖區,122.85,,地下層,透天厝,-8.6
中正區,41.89,,八層,套房(1房1廳1衛),188.6
中正區,263.35,,九層,透天厝,434.7
大同區,26.91,,十二層,透天厝,348.6
信義區,156.69,,地下層,其他,-124.5
大安區,245.59,,全,店面(店鋪),771.2
士林區,155.89,,地下層,透天厝,108.4
北投區,209.75,,九層,透天厝,333.0
中正區,246.71,,八層,店面(店鋪),614.4
北投區,36.2,,十二層,廠辦,219.7
大安區,289.38,,二層,店面(店鋪),737.1
北投區,138.01,,五層,其他,152.9
大安區,256.41,,九層,其他,369.3
文山區,59.13,,八層,廠辦,196.7
士林區,63.64,,十二層,住宅大樓(11層含以上有電梯),487.3
北投區,367.31,,全,公寓(5樓含以下無電梯),295.4
大安區,100.37,,七層,店面(店鋪),739.4
中山區,30.52,,十層,店面(店鋪),665.6
大安區,156.23,,十層,透天厝,552.8
大安區,402.67,,十二層,公寓(5樓含以下無電梯),476.8
信義區,21.23,,十一層,公寓(5樓含以下無電梯),431.4
中正區,73.63,,二十一層,華廈(10層含以下有電梯),599.3
萬華區,82.5,,十八層,華廈(10層含以下有電梯),839.1
大同區,380.32,,四層,廠辦,291.4
萬華區,348.95,,十八層,透天厝,876.5
內湖區,292.16,,十五層,華廈(10層含以下有電梯),244.5
文山區,505.9,,全,華廈(10層含以下有電梯),368.0
大安區,207.69,,十層,廠辦,460.2
南港區,257.83,,十四層,店面(店鋪),582.0
中正區,204.28,,地下一層,廠辦,8.3
中山區,175.37,,十四層,套房(1房1廳1衛),195.1
南港區,131.88,,一層,套房(1房1廳1衛),368.1
中山區,39.25,,十層,透天厝,455.1
士林區,162.11,,九層,辦公商業大樓,521.6
北投區,75.05,,十五層,其他,30.1
信義區,33.03,,二十一層,店面(店鋪),817.4
內湖區,23.84,,十八層,其他,479.6
松山區,51.3,,十五層,店面(店鋪),628.6
北投區,148.91,,二十一層,其他,353.8
萬華區,186.9,,五層,廠辦,471.3
萬華區,235.39,,二十一層,其他,602.5
中山區,261.94,,四層,廠辦,362.9
萬華區,118.81,,十五層,華廈(10層含以下有電梯),429.9
信義區,179.57,,十四層,辦公商業大樓,408.0
內湖區,235.94,,二十一層,店面(店鋪),783.5
大同區,248.37,,五層,公寓(5樓含以下無電梯),292.0
信義區,96.93,,二十一層,店面(店鋪),822.8
萬華區,93.28,,三層,店面(店鋪),755.6
中山區,235.5,,十五層,其他,157.8
南港區,254.42,,三層,辦公商業大樓,439.1
內湖區,98.79,,地下層,住宅大樓(11層含以上有電梯),2.1
中正區,163.37,,九層,華廈(10層含以下有電梯),411.2
大安區,243.12,,三層,廠辦,420.7
萬華區,176.44,,七層,住宅大樓(11層含以上有電梯),586.6
內湖區,61.6,,二十一層,透天厝,557.7
中正區,50.07,,七層,店面(店鋪),630.2
南港區,178.03,,十層,住宅大樓(11層含以上有電梯),450.9
內湖區,184.08,,全,辦公商業大樓,431.2
松山區,159.48,,十一層,廠辦,545.9
內湖區,58.24,,六層,套房(1房1廳1衛),136.3
士林區,179.61,,全,辦公商業大樓,545.0
南港區,142.05,,十層,華廈(10層含以下有電梯),420.1
萬華區,12.52,,六層,華廈(10層含以下有電梯),514.8
大同區,226.54,,三層,華廈(10層含以下有電梯),331.9
萬華區,57.84,,十四層,公寓(5樓含以下無電梯),437.1
南港區,287.41,,十二層,套房(1房1廳1衛),225.9
萬華區,10.87,,八層,辦公商業大樓,564.7
萬華區,24.12,,六層,透天厝,530.8
北投區,109.97,,十二層,公寓(5樓含以下無電梯),250.1
大安區,158.28,,十三層,其他,338.9
北投區,399.55,,五層,華廈(10層含以下有電梯),329.5
松山區,146.02,,二層,其他,361.6
士林區,78.68,,十一層,其他,402.4
中正區,52.45,,十層,華廈(10層含以下有電梯),424.2
南港區,243.35,,二十一層,其他,447.3
信義區,156.45,,二層,套房(1房1廳1衛),207.7
中山區,537.29,,一層,店面(店鋪),839.3
萬華區,68.14,,六層,透天厝,534.5
內湖區,189.8,,二層,住宅大樓(11層含以上有電梯),369.6
信義區,149.91,,十二層,其他,248.9
萬華區,78.71,,十二層,店面(店鋪),772.8
內湖區,5.79,,地下一層,住宅大樓(11層含以上有電梯),45.6
松山區,136.9,,六層,透天厝,518.4
大安區,22.14,,全,華廈(10層含以下有電梯),526.3
中山區,59.77,,十五層,住宅大樓(11層含以上有電梯),325.5
中山區,24.47,,地下層,住宅大樓(11層含以上有電梯),68.6
南港區,189.62,,地下層,套房(1房1廳1衛),-156.2
大同區,112.49,,七層,辦公商業大樓,396.8
中正區,118.82,,地下層,店面(店鋪),258.0
松山區,90.86,,十四層,套房(1房1廳1衛),293.3
士林區,183.78,,十五層,華廈(10層含以下有電梯),349.6
南港區,48.31,,十八層,廠辦,598.5
內湖區,466.87,,十二層,廠辦,297.3
士林區,170.31,,三層,辦公商業大樓,502.0
士林區,176.5,,十層,店面(店鋪),719.3
萬華區,246.58,,二層,廠辦,464.7
北投區,32.74,,十一層,透天厝,412.6
內湖區,95.71,,地下層,住宅大樓(11層含以上有電梯),1.9
中山區,79.73,,十五層,其他,144.7
內湖區,35.33,,十八層,公寓(5樓含以下無電梯),577.5
信義區,195.61,,一層,廠辦,480.8
信義區,79.55,,十三層,公寓(5樓含以下無電梯),319.6
南港區,35.72,,十四層,店面(店鋪),563.4
松山區,30.51,,九層,廠辦,440.6
松山區,90.58,,六層,套房(1房1廳1衛),317.1
信義區,367.27,,五層,其他,264.6
中正區,177.77,,全,住宅大樓(11層含以上有電梯),462.1
文山區,26.92,,十二層,辦公商業大樓,356.1
大同區,146.07,,四層,辦公商業大樓,405.6
南港區,156.71,,十層,廠辦,339.5
信義區,110.88,,九層,華廈(10層含以下有電梯),402.1
中山區,285.07,,四層,華廈(10層含以下有電梯),446.7
士林區,216.98,,八層,辦公商業大樓,496.2
南港區,197.14,,地下層,其他,-127.9
內湖區,32.65,,十二層,辦公商業大樓,394.8
中山區,90.32,,十層,廠辦,362.5
士林區,62.34,,八層,住宅大樓(11層含以上有電梯),459.0
中正區,353.65,,全,套房(1房1廳1衛),266.8
內湖區,101.96,,全,公寓(5樓含以下無電梯),314.7
萬華區,232.44,,十一層,住宅大樓(11層含以上有電梯),683.5
內湖區,126.26,,八層,辦公商業大樓,374.4
中山區,209.84,,十三層,套房(1房1廳1衛),227.6
萬華區,9.09,,六層,辦公商業大樓,566.5
士林區,76.61,,十層,華廈(10層含以下有電梯),484.7
大同區,214.59,,十五層,廠辦,147.4
大同區,136.12,,十五層,公寓(5樓含以下無電梯),165.0
北投區,170.64,,十五層,套房(1房1廳1衛),10.4
士林區,289.26,,十三層,華廈(10層含以下有電梯),458.1
文山區,89.46,,十四層,華廈(10層含以下有電梯),259.3
萬華區,153.87,,二層,住宅大樓(11層含以上有電梯),566.6
北投區,241.93,,七層,廠辦,241.0
南港區,174.29,,八層,套房(1房1廳1衛),188.2
中正區,139.47,,十三層,公寓(5樓含以下無電梯),329.4
大安區,167.18,,二層,廠辦,418.7
松山區,55.09,,十四層,其他,318.0
北投區,91.97,,一層,廠辦,379.6
北投區,44.16,,一層,其他,302.8
南港區,386.42,,地下層,廠辦,-39.3
松山區,321.97,,十四層,店面(店鋪),721.3
松山區,72.93,,地下一層,店面(店鋪),427.8
信義區,11.54,,地下一層,公寓(5樓含以下無電梯),11.6
大安區,85.28,,三層,其他,334.7
中山區,107.98,,十五層,住宅大樓(11層含以上有電梯),329.5
士林區,155.36,,七層,其他,316.6
南港區,126.96,,十三層,辦公商業大樓,426.5
松山區,202.42,,八層,公寓(5樓含以下無電梯),449.2
內湖區,321.08,,二十一層,華廈(10層含以下有電梯),564.4
大安區,183.85,,十八層,辦公商業大樓,860.2
萬華區,94.5,,十五層,廠辦,346.0
松山區,164.45,,二層,住宅大樓(11層含以上有電梯),545.5
中正區,44.33,,二十一層,其他,442.2
士林區,227.03,,地下層,公寓(5樓含以下無電梯),41.6
大同區,32.09,,二層,其他,165.2
萬華區,18.14,,六層,套房(1房1廳1衛),332.9
文山區,42.87,,十二層,店面(店鋪),531.7
大同區,268.35,,十層,透天厝,392.9
文山區,43.8,,十五層,華廈(10層含以下有電梯),185.5
士林區,10.29,,四層,公寓(5樓含以下無電梯),407.5
大同區,296.69,,地下一層,廠辦,-48.4
中正區,361.14,,三層,公寓(5樓含以下無電梯),349.9
中山區,144.91,,十三層,辦公商業大樓,456.5
北投區,58.74,,十四層,辦公商業大樓,305.4
北投區,66.13,,七層,套房(1房1廳1衛),125.8
